3906,"Allin, Karim",46,English to Somali,1033,1143,16,0,,46,1,2,Active A,0.13,0.13,0.09,,0.1,0.03,,35,,,0.13,0.09,0.09,0.09,0.04,0.04,
3934,ALPHABET Translation and Interpreting,24,English to Greek,1033,1032,23,0,,24,1,2,Active A,0.15,0.15,0.06,0.013,0.14,0.07,38,85,Per Page,16,0.15,0.06,0.06,0.06,0.013,0.013,
3934,ALPHABET Translation and Interpreting,24,English to Greek,1033,1032,23,1730,Oracle - Legal,24,1,2,Active A,0.15,,,,0.14,0.07,38,85,Per Page,16,0.15,0.06,0.06,0.06,0.013,0.013,
453055275,AltPlus Translation Company,41,English to Russian,1033,1049,15,0,,41,1,2,Active A,0.06,,,,0.055,0.025,15,15,Per Page,,0.06,0.03,0.021,0.015,0.009,0.006,
1024,"Amadio, Michael",30,English to Italian,1033,1040,4,0,,30,1,2,Active A,0.13,0.13,0.06,0.03,0.12,0.03,30,30,Per Page,,0.13,0.06,0.06,0.06,0.03,0.03,
1024,"Amadio, Michael",61,Italian to English (US),1040,1033,1,0,,61,2,1,Active preferred,0.12,0.12,0.06,0.003,0.12,0.03,30,30,Per Page,,0.12,0.06,0.06,0.06,0.003,0.003,
1759,AMMACOM,21,English to French (Canada),1033,3084,12,0,,21,1,1,Active preferred,0.13,0.13,0.08,0.03,,0.03,35,35,Per Page,,0.13,0.08,0.08,0.08,0.03,0.03,
1759,AMMACOM,21,English to French (Canada),1033,3084,12,1730,Oracle - Legal,21,1,2,Active A,0.13,,,,,0.03,35,35,Per Page,,0.13,0.08,0.08,0.08,0.03,0.03,
1759,AMMACOM,21,English to French (Canada),1033,3084,12,1880,NAVEX Global,21,3,2,Active A,,,,,,,,,Per Page,,,,,,,,
453054733,Ando Translations,8,English to Bulgarian,1033,1026,53,0,,8,1,2,Active A,0.08,,,,0.07,0.03,18,20,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,8,English to Bulgarian,1033,1026,53,93,Microsoft Corp,8,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,8,English to Bulgarian,1033,1026,53,1066,Cisco Systems,8,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,8,English to Bulgarian,1033,1026,53,1730,Oracle - Legal,8,1,2,Active A,0.115,,,,0.08,0.035,18,0,Per Page,,0.115,0.058,0.04,0.029,0.017,0.0115,
453054733,Ando Translations,13,English to Czech,1033,1029,56,1376,"Cisco Systems, Inc. (Legal)",13,1,2,Active A,0.115,,,,0.08,0.035,18,0,,,0.115,0.058,0.04,0.029,0.017,0.0115,0
453054733,Ando Translations,13,English to Czech,1033,1029,56,0,,13,1,2,Active A,0.09,,,,0.07,0.03,18,,,,0.09,0.045,0.032,0.023,0.014,0.009,0
453054733,Ando Translations,13,English to Czech,1033,1029,56,93,Microsoft Corp,13,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,13,English to Czech,1033,1029,56,1066,Cisco Systems,13,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,13,English to Czech,1033,1029,56,1730,Oracle - Legal,13,1,1,Active preferred,0.115,,,,0.08,0.035,18,0,Per Page,,0.115,0.058,0.04,0.029,0.017,0.0115,
453054733,Ando Translations,28,English to Hungarian,1033,1038,46,0,,28,1,2,Active A,0.08,,,,0.07,0.03,18,20,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,28,English to Hungarian,1033,1038,46,93,Microsoft Corp,28,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,28,English to Hungarian,1033,1038,46,1066,Cisco Systems,28,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,40,English to Romanian,1033,1048,44,0,,40,1,2,Active A,0.08,,,,0.07,0.03,18,20,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,40,English to Romanian,1033,1048,44,93,Microsoft Corp,40,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,40,English to Romanian,1033,1048,44,1066,Cisco Systems,40,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,44,English to Slovak,1033,1051,45,0,,44,1,2,Active A,0.08,,,,0.07,0.03,18,20,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,44,English to Slovak,1033,1051,45,93,Microsoft Corp,44,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,44,English to Slovak,1033,1051,45,1066,Cisco Systems,44,1,2,Active A,0.08,,,,0.07,0.03,18,0,,,0.08,0.04,0.028,0.02,0.012,0.008,0
453054733,Ando Translations,44,English to Slovak,1033,1051,45,1730,Oracle - Legal,44,1,1,Active preferred,0.115,,,,0.08,0.035,18,0,Per Page,,0.115,0.058,0.04,0.029,0.017,0.0115,
453054984,Apro Translation,69,Danish to English (US),1030,1033,1,0,,69,1,2,Active A,0.14,,,,0.105,0.053,40,30,,,0.14,0.07,0.049,0.035,0.021,0.014,0
453054984,Apro Translation,14,English to Danish,1033,1030,36,0,,14,1,2,Active A,0.14,,,,0.105,0.053,40,30,,,0.14,0.07,0.049,0.035,0.021,0.014,0
453054984,Apro Translation,14,English to Danish,1033,1030,36,1730,Oracle - Legal,14,1,1,Active preferred,0.14,,,,0.105,0.053,40,30,Per Page,,0.14,0.07,0.049,0.035,0.021,0.014,
453054984,Apro Translation,20,English to Finnish,1033,1035,40,1730,Oracle - Legal,20,1,1,Active preferred,0.16,,,,0.12,0.06,40,30,Per Page,,0.16,0.08,0.056,0.04,0.024,0.014,
453054984,Apro Translation,20,English to Finnish,1033,1035,40,0,,20,1,2,Active A,0.16,,,,0.12,0.06,40,30,,,0.16,0.08,0.056,0.04,0.024,0.16,0
453054984,Apro Translation,131,English to Icelandic,1033,1039,64,0,,131,1,2,Active A,0.25,,,,0.188,0.094,40,30,,,0.25,0.125,0.088,0.063,0.038,0.025,0
453054984,Apro Translation,35,English to Norwegian (Bokmål),1033,1044,39,0,,35,1,2,Active A,0.14,,,,0.105,0.053,40,30,,,0.14,0.07,0.049,0.035,0.021,0.014,0
453054984,Apro Translation,35,English to Norwegian (Bokmål),1033,1044,39,1730,Oracle - Legal,35,1,1,Active preferred,0.14,,,,0.105,0.053,40,30,Per Page,,0.14,0.07,0.049,0.035,0.021,0.014,
453054984,Apro Translation,49,English to Swedish,1033,1053,38,0,,49,1,2,Active A,0.14,,,,0.105,0.053,40,30,,,0.14,0.07,0.049,0.035,0.021,0.014,0
453054984,Apro Translation,71,Finnish to English (US),1035,1033,1,0,,71,1,2,Active A,0.16,,,,0.12,0.06,40,30,,,0.16,0.08,0.056,0.04,0.024,0.16,0
453054984,Apro Translation,272,Icelandic to English (US),1039,1033,1,0,,272,1,2,Active A,0.25,,,,0.188,0.094,40,30,,,0.25,0.125,0.088,0.063,0.038,0.025,0
453054984,Apro Translation,70,Norwegian (Bokmål) to English (US),1044,1033,1,0,,70,1,2,Active A,0.14,,,,0.105,0.053,40,30,Per Page,,0.14,0.07,0.049,0.035,0.021,0.014,0
453054984,Apro Translation,197,Swedish to English (US),1053,1033,1,0,,197,1,2,Active A,0.14,,,,0.105,0.053,40,30,,,0.14,0.07,0.049,0.035,0.021,0.014,0
453054950,Asial10n,31,English to Japanese,1033,1041,8,1066,Cisco Systems,31,1,1,Active preferred,0.15,,,,,0.038,25,25,Per Page,25,0.15,0.075,0.053,0.038,0.023,0.015,
453054950,Asial10n,31,English to Japanese,1033,1041,8,1730,Oracle - Legal,31,1,1,Active preferred,0.15,,,,,0.038,25,25,Per Page,25,0.15,0.075,0.053,0.038,0.023,0.015,
453054950,Asial10n,31,English to Japanese,1033,1041,8,0,,31,1,2,Active A,0.15,,,,,0.038,25,25,,25,0.15,0.075,0.053,0.038,0.023,0.015,0
453054950,Asial10n,32,English to Korean,1033,1042,9,0,,32,1,2,Active A,0.1,,,,,0.025,25,25,,25,0.1,0.05,0.035,0.025,0.015,0.01,0
453054950,Asial10n,32,English to Korean,1033,1042,9,1730,Oracle - Legal,32,1,2,Active A,0.1,,,,,0.025,25,25,Per Page,25,0.1,0.05,0.035,0.025,0.015,0.01,
453054950,Asial10n,34,English to Malay,1033,1086,71,0,,34,1,2,Active A,0.1,,,,,0.025,25,25,,25,0.1,0.05,0.035,0.025,0.015,0.01,0
453054950,Asial10n,50,English to Tagalog,1033,1124,54,0,,50,1,2,Active A,0.1,,,,,0.025,25,25,,25,0.1,0.05,0.035,0.025,0.015,0.01,0
453054950,Asial10n,51,English to Thai,1033,1054,42,0,,51,1,2,Active A,0.1,,,,,0.025,25,25,,25,0.1,0.05,0.035,0.025,0.015,0.01,0
453054950,Asial10n,55,English to Vietnamese,1033,1066,17,0,,55,1,2,Active A,0.1,,,,,0.025,25,25,,25,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,2,Chinese to English (US),1028,1033,1,0,,2,2,3,Active B,0.08,0.08,,,0.06,0.03,30,30,Hourly,30,0.08,0.04,0.028,0.02,0.012,0.008,0
3943,Asian Trans World,10,English to Chinese (Simp),1033,2052,11,0,,10,1,1,Active preferred,0.06,0.06,,,0.05,0.02,30,30,Hourly,30,0.06,0.03,0.021,0.015,0.009,0.006,0
3943,Asian Trans World,10,English to Chinese (Simp),1033,2052,11,93,Microsoft Corp,10,1,2,Active A,0.06,,,,0.05,0.02,25,0,Hourly,25,0.06,0.03,0.021,0.015,0.009,0.006,0
3943,Asian Trans World,10,English to Chinese (Simp),1033,2052,11,1066,Cisco Systems,10,1,2,Active A,0.06,,,,0.05,0.02,25,0,Hourly,25,0.06,0.03,0.021,0.015,0.009,0.006,0
3943,Asian Trans World,10,English to Chinese (Simp),1033,2052,11,1730,Oracle - Legal,10,1,1,Active preferred,0.07,,,,0.07,0.03,30,30,Hourly,30,0.07,0.035,0.025,0.018,0.01,0.007,0
3943,Asian Trans World,11,English to Chinese (Trad),1033,1028,10,1730,Oracle - Legal,11,1,1,Active preferred,0.09,,,,0.09,0.03,30,30,Hourly,30,0.09,0.045,0.032,0.023,0.015,0.009,0
3943,Asian Trans World,11,English to Chinese (Trad),1033,1028,10,0,,11,1,1,Active preferred,0.08,0.08,,,0.06,0.03,30,30,Hourly,30,0.08,0.04,0.028,0.02,0.012,0.008,0
3943,Asian Trans World,11,English to Chinese (Trad),1033,1028,10,93,Microsoft Corp,11,1,2,Active A,0.08,,,,0.06,0.03,25,0,Hourly,25,0.08,0.04,0.028,0.02,0.012,0.008,0
3943,Asian Trans World,11,English to Chinese (Trad),1033,1028,10,1066,Cisco Systems,11,1,2,Active A,0.08,,,,0.06,0.03,25,0,Hourly,25,0.08,0.04,0.028,0.02,0.012,0.008,0
3943,Asian Trans World,29,English to Indonesian,1033,1057,26,1730,Oracle - Legal,29,1,2,Active A,0.11,,,,0.11,0.03,30,30,Hourly,30,0.11,0.055,0.04,0.028,0.018,0.011,
3943,Asian Trans World,29,English to Indonesian,1033,1057,26,0,,29,1,2,Active A,0.1,,,,0.07,0.03,30,30,Hourly,30,0.1,0.05,0.035,0.025,0.015,0.01,
3943,Asian Trans World,31,English to Japanese,1033,1041,8,1066,Cisco Systems,31,1,2,Active A,0.15,,,,0.105,0.055,30,,Per Page,,0.15,0.075,0.053,0.038,0.023,0.015,
3943,Asian Trans World,31,English to Japanese,1033,1041,8,0,,31,1,1,Active preferred,0.13,0.13,,,0.11,0.04,30,30,Hourly,30,0.13,0.065,0.046,0.033,0.02,0.013,0
3943,Asian Trans World,32,English to Korean,1033,1042,9,0,,32,1,1,Active preferred,0.1,0.1,,,0.08,0.03,30,30,Hourly,30,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,32,English to Korean,1033,1042,9,93,Microsoft Corp,32,1,2,Active A,0.09,,,,0.07,0.03,25,0,Hourly,25,0.09,0.045,0.032,0.023,0.014,0.009,0
3943,Asian Trans World,32,English to Korean,1033,1042,9,1066,Cisco Systems,32,1,2,Active A,0.09,,,,0.07,0.03,25,0,Hourly,25,0.09,0.045,0.032,0.023,0.014,0.009,0
3943,Asian Trans World,32,English to Korean,1033,1042,9,1730,Oracle - Legal,32,1,1,Active preferred,0.11,,,,0.11,0.03,30,30,Hourly,30,0.11,0.055,0.04,0.028,0.018,0.011,0
3943,Asian Trans World,34,English to Malay,1033,1086,71,0,,34,1,1,Active preferred,0.11,0.11,,,0.09,0.04,30,30,Hourly,30,0.11,0.055,0.039,0.028,0.017,0.011,0
3943,Asian Trans World,50,English to Tagalog,1033,1124,54,0,,50,1,3,Active B,0.11,0.11,,,0.09,0.04,30,30,Hourly,30,0.11,0.055,0.039,0.028,0.017,0.011,0
3943,Asian Trans World,51,English to Thai,1033,1054,42,0,,51,1,2,Active A,0.11,0.11,,,0.09,0.04,30,30,Hourly,30,0.11,0.055,0.039,0.028,0.017,0.011,0
3943,Asian Trans World,51,English to Thai,1033,1054,42,93,Microsoft Corp,51,1,2,Active A,0.1,,,,0.08,0.03,25,0,Hourly,25,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,51,English to Thai,1033,1054,42,1066,Cisco Systems,51,1,2,Active A,0.1,,,,0.08,0.03,25,0,Hourly,25,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,55,English to Vietnamese,1033,1066,17,0,,55,1,1,Active preferred,0.1,0.1,,,0.08,0.03,30,30,Hourly,30,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,55,English to Vietnamese,1033,1066,17,93,Microsoft Corp,55,1,2,Active A,0.1,,,,0.08,0.03,25,0,Hourly,25,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,55,English to Vietnamese,1033,1066,17,1066,Cisco Systems,55,1,2,Active A,0.1,,,,0.08,0.03,25,0,Hourly,25,0.1,0.05,0.035,0.025,0.015,0.01,0
3943,Asian Trans World,62,Japanese to English (US),1041,1033,1,0,,62,1,2,Active A,0.11,0.11,,,0.09,0.04,30,30,Hourly,30,0.11,0.055,0.039,0.028,0.017,0.011,0
3943,Asian Trans World,66,Korean to English (US),1042,1033,1,0,,66,1,3,Active B,0.09,0.09,,,0.07,0.03,30,30,Hourly,30,0.09,0.045,0.032,0.023,0.014,0.009,0
3943,Asian Trans World,73,Thai to English (US),1054,1033,1,0,,73,1,2,Active A,0.12,,,,0.09,0.03,30,30,Hourly,30,0.12,0.6,0.042,0.03,0.018,0.012,0
3943,Asian Trans World,188,Vietnamese to English (US),1066,1033,1,0,,188,1,3,Active B,0.1,0.1,,,0.08,0.03,30,30,Hourly,30,0.1,0.05,0.035,0.025,0.015,0.01,0
453054833,"ASPENA, s.r.o.",7,English to Bosnian,1033,8218,13,0,,7,1,2,Active A,0.12,,,,0.1,0.04,36,36,,,0.12,0.06,0.048,0.036,0.024,0.012,0
453054833,"ASPENA, s.r.o.",8,English to Bulgarian,1033,1026,53,0,,8,1,2,Active A,0.09,,,,0.08,0.03,27,27,,,0.09,0.045,0.036,0.027,0.018,0.009,0
453054833,"ASPENA, s.r.o.",8,English to Bulgarian,1033,1026,53,1376,"Cisco Systems, Inc. (Legal)",8,1,2,Active A,0.1,,,,0.09,0.035,30,,,,0.1,0.05,0.04,0.03,0.02,0.01,0
453054833,"ASPENA, s.r.o.",8,English to Bulgarian,1033,1026,53,1730,Oracle - Legal,8,1,1,Active preferred,0.1,,,,0.09,0.035,30,,Per Page,,0.1,0.05,0.04,0.03,0.02,0.01,
453054833,"ASPENA, s.r.o.",12,English to Croatian,1033,1050,51,1730,Oracle - Legal,12,1,2,Active A,0.12,,,,0.1,0.04,33,,Per Page,,0.12,0.06,0.048,0.036,0.024,0.012,
453054833,"ASPENA, s.r.o.",12,English to Croatian,1033,1050,51,0,,12,1,2,Active A,0.11,,,,0.09,0.04,33,33,,,0.11,0.055,0.044,0.033,0.022,0.011,0
453054833,"ASPENA, s.r.o.",12,English to Croatian,1033,1050,51,1376,"Cisco Systems, Inc. (Legal)",12,1,2,Active A,0.12,,,,0.1,0.04,33,,,,0.12,0.06,0.048,0.036,0.024,0.012,0
453054833,"ASPENA, s.r.o.",13,English to Czech,1033,1029,56,0,,13,1,2,Active A,0.09,,,,0.08,0.03,27,27,,,0.09,0.045,0.036,0.027,0.018,0.009,0
453054833,"ASPENA, s.r.o.",13,English to Czech,1033,1029,56,1376,"Cisco Systems, Inc. (Legal)",13,1,2,Active A,0.1,,,,0.09,0.035,30,,,,0.1,0.05,0.04,0.03,0.02,0.01,0
453054833,"ASPENA, s.r.o.",13,English to Czech,1033,1029,56,1730,Oracle - Legal,13,1,2,Active A,0.1,,,,0.09,0.035,30,,Per Page,,0.1,0.05,0.04,0.03,0.02,0.01,
453054833,"ASPENA, s.r.o.",28,English to Hungarian,1033,1038,46,0,,28,1,2,Active A,0.12,,,,0.1,0.04,33,,,,0.12,0.06,0.048,0.036,0.024,0.012,0
453054833,"ASPENA, s.r.o.",28,English to Hungarian,1033,1038,46,1730,Oracle - Legal,28,1,1,Active preferred,0.12,,,,0.1,0.04,33,,Hourly,,0.12,0.06,0.048,0.036,0.024,0.012,0.012
453054833,"ASPENA, s.r.o.",28,English to Hungarian,1033,1038,46,1376,"Cisco Systems, Inc. (Legal)",28,1,2,Active A,0.12,,,,0.1,0.04,33,,,,0.12,0.06,0.048,0.036,0.024,0.012,0
453054833,"ASPENA, s.r.o.",130,English to Lithuanian,1033,1063,69,0,,130,1,2,Active A,0.13,,,,0.11,0.04,36,,,,0.13,0.065,0.052,0.039,0.026,0.013,0
453054833,"ASPENA, s.r.o.",130,English to Lithuanian,1033,1063,69,1376,"Cisco Systems, Inc. (Legal)",130,1,2,Active A,0.13,,,,0.11,0.04,36,,,,0.13,0.065,0.052,0.039,0.026,0.013,0
453054833,"ASPENA, s.r.o.",138,English to Macedonian,1033,1071,49,0,,138,1,2,Active A,0.14,,,,0.12,0.05,42,42,,,0.14,0.07,0.056,0.042,0.028,0.014,0
453054833,"ASPENA, s.r.o.",40,English to Romanian,1033,1048,44,1730,Oracle - Legal,40,1,1,Active preferred,0.11,,,,0.09,0.04,33,,Per Page,,0.11,0.055,0.044,0.033,0.022,0.011,
453054833,"ASPENA, s.r.o.",40,English to Romanian,1033,1048,44,0,,40,1,2,Active A,0.11,,,,0.09,0.04,33,,,,0.011,0.055,0.044,0.033,0.022,0.011,0
453054833,"ASPENA, s.r.o.",40,English to Romanian,1033,1048,44,1376,"Cisco Systems, Inc. (Legal)",40,1,2,Active A,0.11,,,,0.09,0.04,33,,,,0.011,0.055,0.044,0.033,0.022,0.011,0
453054833,"ASPENA, s.r.o.",279,English to Serbian (Cyrillic),1033,3098,150,0,,279,1,2,Active A,0.1,,,,0.09,0.035,30,30,Per Page,,0.1,0.05,0.04,0.03,0.02,0.01,0
453054833,"ASPENA, s.r.o.",114,English to Serbian (Latin),1033,2074,58,1730,Oracle - Legal,114,1,1,Active preferred,0.11,,,,0.09,0.04,33,,Per Page,,0.11,0.055,0.044,0.033,0.022,0.011,
453054833,"ASPENA, s.r.o.",114,English to Serbian (Latin),1033,2074,58,0,,114,1,2,Active A,0.1,,,,0.09,0.035,30,30,,,0.1,0.05,0.04,0.03,0.02,0.01,0
453054833,"ASPENA, s.r.o.",114,English to Serbian (Latin),1033,2074,58,1376,"Cisco Systems, Inc. (Legal)",114,1,2,Active A,0.11,,,,0.09,0.04,33,,,,0.11,0.055,0.044,0.033,0.022,0.011,0
